ms,lon,lat,yaw,pitch,roll
37300,-88.24072798582034,40.096751378202995,13.488549,-22.625954,26.954199
37400,-88.2407336390459,40.0967554574752,16.557251,-26.374046,8.885496
37500,-88.2407375326462,40.096759760046794,20.480917,-7.167939,-2.427481
37600,-88.2407414262465,40.0967640626184,9.977099,17.381680,7.564886
37700,-88.2407446182898,40.0967670237,11.129771,-8.633588,14.610687
37800,-88.2407478103331,40.0967699847816,7.977099,-5.763359,8.870229
37900,-88.2407516817703,40.0967722620742,11.893129,-25.793894,0.297710
38000,-88.2407555532075,40.0967745393668,3.488550,-4.854962,-6.076336
38100,-88.2407592977597,40.0967770578281,-7.580153,22.595419,15.687023
38200,-88.2407630423119,40.0967795762894,24.152672,9.053435,48.038166
38300,-88.24076776859116,40.0967824404648,10.076336,-9.419847,0.618321
38400,-88.2407724948704,40.0967853046402,10.061069,-15.793893,3.900763
38500,-88.2407780678245,40.096789753704755,19.160305,0.366412,-0.061069
38600,-88.2407836407786,40.0967942027693,11.374045,9.473283,16.725191
38700,-88.24078813484681,40.09679711373898,19.702290,-3.442748,3.419847
38800,-88.240792628915,40.09680002470866,18.351145,1.809160,2.587786
38900,-88.2407971229832,40.096802935678326,19.167938,-10.702291,-2.206107
39000,-88.2408016170514,40.096805846648,19.519083,-5.129771,-18.534351
39100,-88.2408069402241,40.09680696592535,8.183207,1.305344,-16.419847
39200,-88.2408122633968,40.0968080852027,8.404580,5.259542,-9.122137
39300,-88.2408175865695,40.09680920448005,5.236641,-3.511450,-9.694656
39400,-88.2408229097422,40.0968103237574,8.702291,10.816793,-5.305344
39500,-88.2408199163678,40.096819692907204,8.358779,1.541985,-21.366413
39600,-88.2408169229934,40.096829062057,-8.503817,4.862596,-14.709924
39700,-88.24082209756355,40.096835125163295,4.442748,-11.908397,6.984733
39800,-88.2408272721337,40.0968411882696,2.854962,4.045802,2.549618
39900,-88.24083287163594,40.09684680249275,1.671756,0.480916,-16.061069
40000,-88.2408384711382,40.0968524167159,-7.129771,8.618320,-11.923664
40100,-88.24084292807424,40.096858291666294,1.587786,13.793893,-14.045801
40200,-88.2408473850103,40.0968641666167,-4.343512,-3.167939,-19.045801
40300,-88.24084936700855,40.096870068177594,2.671756,22.259542,-9.137404
40400,-88.2408513490068,40.0968759697385,-6.862596,2.198473,-10.488549
40500,-88.24085507315488,40.09688192383837,-2.770992,-7.015267,-4.946565
40600,-88.24085879730296,40.09688787793823,-5.801527,-6.633588,-7.709924
40700,-88.24086252145104,40.09689383203809,-3.709924,-19.122137,0.763359
40800,-88.24086624559911,40.09689978613795,5.916030,20.839695,-0.854962
40900,-88.24086996974718,40.096905740237816,-0.190840,9.137404,-36.709923
41000,-88.24087369389525,40.09691169433768,0.137405,40.625954,-15.732824
41100,-88.24087741804333,40.09691764843754,-2.664122,25.427481,-4.717557
41200,-88.2408811421914,40.0969236025374,-5.839694,21.007633,-9.198473
41300,-88.24088486633947,40.096929556637264,-8.786260,-3.587786,-8.374045
41400,-88.24088859048754,40.096935510737126,-5.511450,9.465649,-11.427481
41500,-88.24089231463562,40.09694146483699,-11.267176,-2.167939,-16.656488
41600,-88.24089603878369,40.09694741893685,-1.725191,10.488549,-21.442749
41700,-88.24089976293176,40.09695337303671,-23.030535,-32.900764,-3.374046
41800,-88.24090348707983,40.096959327136574,-7.167939,-10.893129,1.885496
41900,-88.24090721122792,40.096965281236436,3.717557,8.694656,8.488549
42000,-88.240910935376,40.0969712353363,19.648855,9.297709,-10.045801
42100,-88.24091217463774,40.09697162563165,-1.221374,-32.725189,-49.694656
42200,-88.2409134138995,40.096972015927,4.595420,29.152672,-18.824427
42300,-88.2409169741707,40.0969768135702,-7.007634,-27.297710,-38.900764
42400,-88.2409205344419,40.0969816112134,-6.412214,-5.549618,-25.832062
42500,-88.2409248366951,40.096988978618455,-4.809160,-1.625954,-24.526718
42600,-88.2409291389483,40.0969963460235,6.312977,5.854962,-16.381680
42700,-88.24093305806906,40.0970023895523,-13.801527,-35.366413,-36.435116
42800,-88.2409369771898,40.0970084330811,-17.656488,-27.442749,-39.465649
42900,-88.24094059742706,40.097016191616845,-25.748091,-22.496183,-17.832062
43000,-88.2409442176643,40.0970239501526,-20.961832,-6.381680,-13.206107
43100,-88.24094799093506,40.09703213824895,-19.007633,-18.465649,-12.885496
43200,-88.2409517642058,40.0970403263453,-24.610687,-12.221375,-35.022900
43300,-88.24095110094875,40.0970474133549,-11.251908,-23.786259,-22.748091
43400,-88.2409504376917,40.0970545003645,-16.755726,-33.961834,-41.091602
43500,-88.2409441165033,40.09706114778755,-18.557251,-8.847328,-17.259542
43600,-88.2409377953149,40.0970677952106,-21.106871,-31.503817,-22.648855
43700,-88.24093469539201,40.09707049944265,-23.335878,-12.259542,-18.297710
43800,-88.2409315954691,40.0970732036747,-25.893129,-2.893130,-7.633588
43900,-88.24092607875181,40.097080369425896,-20.633587,-9.870229,-2.740458
44000,-88.2409205620345,40.0970875351771,-28.076336,-6.763359,-16.541985
44100,-88.2409155503192,40.09709076719625,-24.824427,-24.022902,-14.687023
44200,-88.2409105386039,40.0970939992154,-19.290077,-28.480917,-5.702290
44300,-88.24090431089795,40.09709728280011,-30.992367,0.091603,-1.931298
44400,-88.240898083192,40.0971005663848,-27.030535,4.641222,13.045801
44500,-88.24089134001115,40.097103711049,-25.358778,-4.419847,14.427481
44600,-88.2408845968303,40.0971068557132,-19.969465,-14.297709,12.366412
44700,-88.24087844267295,40.0971115528776,-19.366413,-5.755725,12.900764
44800,-88.2408722885156,40.097116250042,-18.419847,-13.145039,25.328245
44900,-88.24086670211815,40.097121931587154,-9.580153,2.198473,33.030533
45000,-88.2408611157207,40.0971276131323,-4.198473,-7.763359,29.572519
45100,-88.24085735244955,40.09713305720885,1.702290,9.175572,22.549618
45200,-88.2408535891784,40.0971385012854,6.091603,-13.297709,17.687023
45300,-88.2408512806776,40.097142993781546,4.793893,-0.473282,6.511450
45400,-88.2408489721768,40.0971474862777,8.404580,3.358779,22.541985
45500,-88.2408455012847,40.0971540024743,16.000000,17.740458,15.732824
45600,-88.2408420303926,40.0971605186709,18.732824,-13.541985,14.778625
45700,-88.24083767026555,40.09716509800219,20.290077,3.511450,20.946566
45800,-88.2408333101385,40.0971696773335,6.419847,12.870229,-18.229008
45900,-88.24082885914146,40.0971763370859,3.847328,-14.244275,14.740458
46000,-88.2408244081444,40.0971829968383,5.389313,-10.389313,10.854961
46100,-88.24082145746125,40.09718889653125,17.824427,3.519084,24.687023
46200,-88.2408185067781,40.0971947962242,23.129770,-16.152672,30.137405
46300,-88.24081709601835,40.0972019078035,28.603054,14.702291,24.687023
46400,-88.2408156852586,40.0972090193828,13.122137,-8.717557,17.458015
46500,-88.24081302892884,40.097214907178255,14.083969,7.862596,12.335877
46600,-88.2408103725991,40.0972207949737,4.618320,12.213740,3.351145
46700,-88.24080526141675,40.09722652417385,9.496183,10.244275,8.961832
46800,-88.2408001502344,40.097232253374,-0.396947,22.717558,-83.114502
46900,-88.24079693024424,40.097237521009106,-1.740458,7.694656,-15.343512
47000,-88.2407937102541,40.0972427886442,-4.694656,-21.923664,-13.183207
47100,-88.24079046145374,40.097247783352756,-0.717557,17.877863,12.435115
47200,-88.2407872126534,40.0972527780613,4.885496,8.908397,21.007633
47300,-88.2407864963678,40.097258115548456,14.587787,-7.580153,18.679390
47400,-88.2407857800822,40.0972634530356,8.229008,-5.679389,-4.381680
47500,-88.24078402328806,40.097270008219596,12.419847,0.916031,8.801527
47600,-88.2407822664939,40.0972765634036,20.053434,5.496183,21.770992
47700,-88.2407823349451,40.0972828292456,15.488549,-9.969465,1.465649
47800,-88.2407824033963,40.0972890950876,14.312977,-1.786260,-2.603053
47900,-88.2407824033963,40.0972890950876,15.793893,-6.038168,12.366412
